product_id,sku,product_name,category_id,supplier_id,unit_price,unit_cost,currency,created_at,is_active
1175,SKU-VMZX3MV6,4K Monitor,7,6,53.75,29.87,GBP,2022-10-30,True
1176,SKU-1VXIAVEG,desk lamp,8,24,69.09,28.14,USD,2023-06-17,True
1177,SKU-D5MMYVJK,WIRELESS MOUSE,8,18,24.64,15.61,GBP,2023-05-21,True
1178,SKU-2WL0DN4X,4k monitor,9,18,21.59,13.43,GBP,2024-05-14,False
1179,SKU-OPTPRMSA,COFFEE MUG,20,16,16.96,12.19,EUR,2024-10-12,True
1180,SKU-YXS9T5RR,hdmi adapter,16,19,28.45,13.53,MAD,2023-09-05,True
1181,SKU-HPOVXD7N,HDMI ADAPTER,13,5,37.26,20.94,EUR,2022-11-01,True
1182,SKU-FV3N7G72,USB-C Cable,2,39,2.91,2.0,USD,2023-01-30,False
1183,SKU-K7VG7S6D,NOISE CANCELLING HEADPHONES,9,35,25.14,9.94,MAD,2023-12-17,True
1184,SKU-41MI90JH,hdmi adapter,17,27,20.41,12.67,MAD,2025-07-16,True
1185,SKU-ZUNGL2KD,NOISE CANCELLING HEADPHONES,4,18,113.13,49.88,USD,2025-04-26,True
1186,SKU-ZIZSIHNJ,desk lamp,3,29,62.95,38.33,GBP,2023-09-09,True
1187,SKU-D2DLEILV,bluetooth speaker,16,38,31.26,15.7,USD,2024-03-28,True
1188,SKU-GSBCYFLA,Coffee Mug,14,18,10.29,7.37,USD,2022-11-16,True
1189,SKU-55IX9N47,desk lamp,4,34,3.29,2.0,EUR,2023-05-19,True
1190,SKU-6A0E20WX,wireless mouse,15,24,37.02,18.78,EUR,2024-08-14,False
1191,SKU-I1AGU5IS,Fitness Tracker,12,17,24.0,19.58,EUR,2023-04-23,True
1192,SKU-RBRHL8YG,hdmi adapter,16,12,33.73,21.3,EUR,2022-10-13,True
1193,SKU-ZVSD8NZT,ROUTER,14,23,35.68,18.49,EUR,2024-02-12,True
1194,SKU-39TRCVYK,Wireless Mouse,3,29,44.78,27.56,EUR,2025-07-12,True
1195,SKU-ZSVGNPSB,Portable Charger,6,33,77.14,32.88,USD,2025-03-03,True
1196,SKU-3C7KJMNG,Portable Charger,1,27,59.62,27.69,EUR,2024-05-01,True
1197,SKU-NC0ITGQF,Noise Cancelling Headphones,2,13,2.4,2.0,USD,2022-11-06,True
1198,SKU-JSEQ5WRG,Smartwatch Band,19,14,41.6,21.83,USD,2023-09-21,True
1199,SKU-QFLGMKP9,water bottle,11,14,50.87,42.39,MAD,2022-12-28,True
1200,SKU-VXJHFPOM,Phone Case,18,23,23.85,11.83,MAD,2023-07-12,True
